ID,name,type,responsible,masterLanguage,masterSystem,description,version,changedAt,changedBy,createdAt,createdBy,parent_ID
4a16eef3-90bc-4fe9-84d0-fe27d5b415ba,ZCR550_01,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:27Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
3802d9fb-866c-4451-bb83-c84f9b324e9a,ZCR550_02,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:27Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
f34beb82-aebd-43f9-8455-2125404c5f97,ZCR550_03,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:27Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
e525743d-7acd-4c11-b2bc-8e739b5f3392,ZCR550_04,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:27Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
cf3710d5-e295-4b97-8176-c9213046fda5,ZCR550_05,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:27Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
d7f70031-1243-4ba9-be64-cb98b571e547,ZCR550_06,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
d8b8cbed-f89c-4bd0-947a-329410f458d1,ZCR550_07,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
7ca80924-1d66-43cc-87fe-7bebbd6cffbb,ZCR550_08,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
794dda14-6df5-4d6b-a623-3ae92c980c2e,ZCR550_09,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
671da8ff-6d07-4c95-be0c-456f10a455b8,ZCR550_10,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
f44290e8-4e5e-4330-9401-6c778c0f3f21,ZCR550_11,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
a1b4c8b8-08ff-459b-a523-6a1349c396e6,ZCR550_12,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
c3959652-b706-4a00-a198-30691b10563e,ZCR550_13,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
d621114c-0046-4d6b-9c04-53adf22a2432,ZCR550_14,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:28Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
12ee5e34-888c-4242-a9aa-8bb0696a4a6a,ZCR550_15,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
772dbecb-887b-4029-92e8-fbd678fbb27b,ZCR550_16,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
52029142-da22-44a2-b8e7-bc1152e91cfd,ZCR550_17,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
f30d9fda-4dc2-48c5-a7b5-6e452688425d,ZCR550_18,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
770f9dd0-b8e1-423a-81b7-7ac7c1bbe055,ZCR550_19,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
7e0610c4-e1ef-440b-bab7-15d3ea9e48c5,ZCR550_20,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
888330c7-a2c1-481e-b425-55328d9972e9,ZCR550_21,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
cbf888bd-a9aa-4acc-b945-eb3d55dbf1dc,ZCR550_22,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
cf3588ae-ca4b-46b5-9cc6-626797a8d2c3,ZCR550_23,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:29Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
6d9049ca-205c-4420-af79-285a4dd7fa9c,ZCR550_24,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:30Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
f804407b-b792-4d6e-9061-0bd3abe03f63,ZCR550_99,TABL/DT,KULKA,EN,EC3,Demo table for the CR550 exercises,active,2016-09-02T11:38:30Z,KULKA,,,3f300a70-fe7b-4dd6-b77b-8dc1f77ab7ff
4fe3ed8d-3d03-4e6c-b23e-0c6c682d745c,ZCR555_R3_00,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
e18a76e1-8280-47cc-944c-0fa432b8a74a,ZCR555_R3_01,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
e3d3aa16-119b-4c13-97ee-8aa1ac69f35d,ZCR555_R3_02,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
f09a7675-3ec4-4bd5-8c91-d77392f82f51,ZCR555_R3_03,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
113236fb-e61d-43e2-aab2-6dd34bc02518,ZCR555_R3_04,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
1be096ce-6bb6-4f83-a8ed-44013b01bdc2,ZCR555_R3_05,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
096c80c9-0fd6-432c-ad5e-593e6b0d9d2d,ZCR555_R3_06,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
ea5b317d-7b10-48cc-afca-8eb975aaa54f,ZCR555_R3_07,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
fbf09c2d-b817-49b5-abd4-55b03e4256ee,ZCR555_R3_08,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
403c508f-2b90-430c-8424-82e41f69529c,ZCR555_R3_09,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
7c512316-7230-485d-a9a9-87c62684f314,ZCR555_R3_10,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
58e0a302-a5fd-4aea-be3d-feb36e9aa52c,ZCR555_R3_11,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
4e207ce9-d53a-44f7-ba9c-d91cf28a8862,ZCR555_R3_12,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
c93230bc-6612-4883-a40c-acbe478d3dcc,ZCR555_R3_13,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
1fb1f3e4-3356-4d83-80c9-d675b8a7c12d,ZCR555_R3_14,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
2722e208-94c1-4515-ab93-a5d88c8d877b,ZCR555_R3_15,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
8f3045e5-83cc-4dbb-b0e9-98b859ac2df0,ZCR555_R3_16,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
d7715d78-8d06-46ad-9f9f-855f3639ccf9,ZCR555_R3_17,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
49e8b3eb-04aa-4e68-9ec9-e9f9cccf7a22,ZCR555_R3_18,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,4f284768-7a5b-4070-93fd-0943ecde6b0f
e51fda7b-7c78-47a8-b334-71e8fed792da,ZCR555_R3_00,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
457c6fcb-660f-4cdc-ab1d-381d2b34bb67,ZCR555_R3_01,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
f5a739a1-1a6b-4480-9251-398ce8fec313,ZCR555_R3_02,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
fd545dd7-59fb-4bd7-900e-f58737695ce9,ZCR555_R3_03,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
132cffc8-5cb0-4269-83fd-382a94cda477,ZCR555_R3_04,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:30Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
4262c69f-7107-4b55-8f2d-9f7e67a1c7b6,ZCR555_R3_05,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
e3a1ca02-8e41-42bf-8dd8-5f504ba16ff1,ZCR555_R3_06,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
536d6534-0170-4c09-91eb-83eb4d1e9329,ZCR555_R3_07,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
05c7f49a-a979-4be6-9166-baf77569beb3,ZCR555_R3_08,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
c54d6ccc-1398-41bd-8656-85dacdc4c32f,ZCR555_R3_09,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
256a2ec3-0cef-4875-b001-3c5403e28282,ZCR555_R3_10,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
fcf236af-5f41-4719-a3aa-8460d77c918d,ZCR555_R3_11,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
bf2f8718-494e-4f8d-ae7f-887c3e35e487,ZCR555_R3_12,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
d0b49f2d-fd3a-48e8-949a-555bddb24fec,ZCR555_R3_13,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:31Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
e014edd1-ee5b-419c-9a07-6a4560edbe2c,ZCR555_R3_14,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
a5a399f6-1aa5-478f-a9ef-17f0b8c77edf,ZCR555_R3_15,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
2bef67cb-880f-4dfb-93a9-2e81026b6ecd,ZCR555_R3_16,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
22a61f6b-3970-44cf-a5d0-4b950317435d,ZCR555_R3_17,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
cfa26633-0733-43a0-8ef4-64418594ae70,ZCR555_R3_18,TABL/DT,BOETTCHERK,EN,EC3,Demo table for the CR555 exercises,active,2016-09-02T11:38:32Z,BOETTCHERK,,,878ea7e0-5db5-4270-b63e-a6c6de639bf7
9ee44cd2-52c1-44da-969d-e6ff286a82fd,ZC001,TABL/DT,I015895,EN,EC3,Conversion toolbox : list of autorization,active,2016-09-02T13:01:55Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
50f77c7d-7b59-43e1-ab25-95e625780672,ZC003,TABL/DT,I015895,EN,EC3,Conversion set,active,2016-09-02T13:01:55Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
5d9c2758-5f40-47bd-a80e-edeec1cbfcbb,ZC005,TABL/DT,I015895,EN,EC3,Backup for conversion,active,2016-09-02T13:01:55Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
92e5315a-b2a4-4887-b42a-d85c3f01cfb1,ZC007,TABL/DT,I015895,EN,EC3,Master data conversion : Correspondance,active,2016-09-02T13:01:55Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
a4dd2d3a-0236-4d8c-a57f-5c4ca6c693af,ZC009,TABL/DT,I015895,EN,EC3,Information for city,active,2016-09-02T11:38:30Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
57b63c29-5779-45cf-bc93-d982e72cd713,ZC010,TABL/DT,I015895,EN,EC3,List of streets for france,active,2016-09-02T11:38:30Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
a7e61d18-b307-48e7-beab-5d4c868fd9bb,ZC011,TABL/DT,I015895,EN,EC3,Conversion toolbox : log table for mass convert,active,2016-09-02T13:01:55Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
81526d17-7d75-40cb-96c7-c2846c64b59e,ZC012,TABL/DT,I015895,EN,EC3,Conversion toolbox : Exception tables for mass conversion,active,2016-09-02T11:38:30Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
d115347a-a764-471a-a549-74dd467f524b,ZC013,TABL/DT,I015895,EN,EC3,Conversion toolbox : List of tables,active,2016-09-02T13:01:55Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
f9faf683-44ac-4a5a-8bf4-dcb8b6c9e807,ZC014,TABL/DT,I015895,EN,EC3,Conversion toolbox : Fields & rules,active,2016-09-02T13:01:56Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
f598d31e-ff7f-408a-bbef-127d05693985,ZC015,TABL/DT,I015895,EN,EC3,Convertion toolbox Correspondance of account number,active,2016-09-02T11:38:30Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
31ef924f-473b-4331-b9a5-bd1c0b27f0e0,ZC007V,VIEW/DV,I015895,EN,EC3,Lexicon maintenance,active,2016-09-02T13:46:00Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
8a46d321-d958-4857-a498-705697bee28d,ZC014V,VIEW/DV,I015895,EN,EC3,Fields maintenance,active,2016-09-02T13:46:01Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
564c22ea-323c-4e3a-ba89-ad962e374b26,ZC015V,VIEW/DV,I015895,EN,EC3,Correspondance of account number,active,2016-09-02T12:19:15Z,I015895,,,ec22f9de-bc92-4953-80ea-aaad2f777afc
8b546407-87ff-4b24-8547-f0942ef4c86e,ZFKNA1,SOBJ/MO,TCS_DEMO_2ND,EN,EC3,zfkna1,active,,,2014-08-21T22:00:00Z,,b970625b-1539-49a5-a1b6-86cdef5a5cb6
65bb78df-56cc-4ed7-878c-6252b3a4ed00,98000268,PDTS/MA,TCS_DEMO_2ND,EN,EC3,zmail4,active,,,2014-08-21T22:00:00Z,,b970625b-1539-49a5-a1b6-86cdef5a5cb6
bb9e312d-228f-4311-b3ef-b77b2179f23b,98000270,PDTS/MA,TCS_DEMO_2ND,EN,EC3,ZMAILF,active,,,2014-08-24T22:00:00Z,,b970625b-1539-49a5-a1b6-86cdef5a5cb6
d0dd79f1-9ce3-4223-ba30-00f1679b62b0,98000302,PDWS/MM,TCS_DEMO_2ND,EN,EC3,ZMAIL,active,,,2014-08-21T22:00:00Z,,b970625b-1539-49a5-a1b6-86cdef5a5cb6
c9274384-81e6-455d-8964-50b90f4b1387,ZFKNA1,SOBJ/MO,TCS_DEMO_2ND,EN,EC3,zfkna1,active,,,2014-08-21T22:00:00Z,,9d5f6c6e-b8d6-4d72-b02a-977c7d720f30
e22e5413-a12c-4e65-b01d-86f79ab4de56,98000268,PDTS/MA,TCS_DEMO_2ND,EN,EC3,zmail4,active,,,2014-08-21T22:00:00Z,,9d5f6c6e-b8d6-4d72-b02a-977c7d720f30
abeddba4-7d98-4694-b2a9-9de2c67bd66f,98000270,PDTS/MA,TCS_DEMO_2ND,EN,EC3,ZMAILF,active,,,2014-08-24T22:00:00Z,,9d5f6c6e-b8d6-4d72-b02a-977c7d720f30
65a4d059-90b4-414c-b5e7-02f44c6a66e5,98000302,PDWS/MM,TCS_DEMO_2ND,EN,EC3,ZMAIL,active,,,2014-08-21T22:00:00Z,,9d5f6c6e-b8d6-4d72-b02a-977c7d720f30
cba0ba01-65ad-4c72-a103-6eab3482ccb3,ZD256_TT_CUSTOMER,TTYP/DA,D256,EN,I01,Customer Table,active,2020-04-02T12:00:18Z,D256,2020-03-31T22:00:00Z,,4e69abbe-2a5d-4bc1-86f6-e968c35c763f
7f9b531f-3907-4b18-bdbb-08f6f909da45,ZC001,TABL/DT,I015895,EN,EC3,Conversion toolbox : list of autorization,active,2016-09-02T13:01:55Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
c7bd1dbe-1491-4732-8604-5a7d49723d10,ZACTA,TABL/DT,DEV,EN,R63,BusinessObjects Data Integrator Table,active,2016-09-02T13:01:59Z,DEV,,,2cf7ae6d-d8c9-4f7e-a8d7-5aea04171161
69febfc4-b132-4648-834d-cc7cfeb1f75e,ZC003,TABL/DT,I015895,EN,EC3,Conversion set,active,2016-09-02T13:01:55Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
8a5ba1a3-ae8f-427d-b79b-f6792a89b882,ZC005,TABL/DT,I015895,EN,EC3,Backup for conversion,active,2016-09-02T13:01:55Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
50a455c7-12af-4aab-9b95-276ad7808325,ZC007,TABL/DT,I015895,EN,EC3,Master data conversion : Correspondance,active,2016-09-02T13:01:55Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
d9aa5377-3d51-4a4b-bb3b-9a0d9f984912,ZC009,TABL/DT,I015895,EN,EC3,Information for city,active,2016-09-02T11:38:30Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
b84759d9-7334-4613-bab7-9b4fa006e6c5,ZC010,TABL/DT,I015895,EN,EC3,List of streets for france,active,2016-09-02T11:38:30Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
469a0d1d-dbd6-40c1-8c31-34424d4a3b89,ZC011,TABL/DT,I015895,EN,EC3,Conversion toolbox : log table for mass convert,active,2016-09-02T13:01:55Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
d7678b03-bab9-4748-89ec-fb7865f25d6c,ZC012,TABL/DT,I015895,EN,EC3,Conversion toolbox : Exception tables for mass conversion,active,2016-09-02T11:38:30Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
8ce1e1c6-e567-458d-a02d-48a1e970dd90,ZC013,TABL/DT,I015895,EN,EC3,Conversion toolbox : List of tables,active,2016-09-02T13:01:55Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
b962c455-f234-4565-a8ab-c7f7c6b31781,ZC014,TABL/DT,I015895,EN,EC3,Conversion toolbox : Fields & rules,active,2016-09-02T13:01:56Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
29991c66-3610-4b42-9351-d52777d3a50a,ZC015,TABL/DT,I015895,EN,EC3,Convertion toolbox Correspondance of account number,active,2016-09-02T11:38:30Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
4f9775fa-b441-4a6f-89ca-08d014b3625b,ZC007V,VIEW/DV,I015895,EN,EC3,Lexicon maintenance,active,2016-09-02T13:46:00Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
333783af-0f90-4426-be93-5d0f5ecffc80,ZC014V,VIEW/DV,I015895,EN,EC3,Fields maintenance,active,2016-09-02T13:46:01Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
933c5689-dbc1-4c7c-af28-512a7f2478d1,ZC015V,VIEW/DV,I015895,EN,EC3,Correspondance of account number,active,2016-09-02T12:19:15Z,I015895,,,d75ae5cf-0ace-4fc8-a17a-0fdf8ec48f9d
7f74da40-9449-4444-897c-cb875a7560e4,ZPRJAPR,TABL/DT,I065658,EN,EC3,document Status,active,2016-09-02T11:38:58Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
75247871-caa6-4f14-be05-4f7e10a305eb,ZPRJDET,TABL/DT,I065658,EN,EC3,Project details,active,2016-09-02T11:38:59Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
678eb6e3-246a-469d-8510-cc5f5f9e2824,ZPRJSUM,TABL/DT,I065658,EN,EC3,Project summary,active,2016-09-02T11:38:59Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
fcefc15b-d4c0-4917-a302-89ad6c956482,ZQUOTAB1,TABL/DT,I065658,EN,EC3,Quotation details,active,2016-09-02T12:16:15Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
7edcecca-697d-43de-84dc-a21f029a6916,ZPRJAPR_T,TTYP/DA,I065658,EN,EC3,Document Status,active,2016-09-02T12:18:52Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
cfb60a05-960e-46b5-ac98-abfc17d6f9e9,ZPRJDET_T,TTYP/DA,I065658,EN,EC3,Project details,active,2016-09-02T12:18:52Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
1e3c2d73-ea24-4290-bd61-3776316a5b57,ZQUOTAB1_T,TTYP/DA,I065658,EN,EC3,Quotation details,active,2016-09-02T13:06:44Z,I065658,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
06df6c7e-bf18-43e5-b9ee-2d2da718ca6e,ZDOCSTATUS,TRAN/T,I065658,EN,EC3,Document Tracking Sheet,active,,,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
29b128d4-b2c9-4cbb-995f-998a1afcf132,ZPRODET,TRAN/T,I065658,EN,EC3,Material Tracking Report,active,,,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
d268c209-318a-402f-9175-03d942ea3cec,ZQTSTATUS1,TRAN/T,I065658,EN,EC3,Quotation Status Report,active,,,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
05de2c97-c2b3-4d04-a74d-73a305ea1a6f,ZPROJ_DET_NEW,SFPF/5F,I065658,EN,EC3,,active,,,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
48447f51-d32a-4795-b78b-39fa3506edc4,ZPROJ_MAT,SFPF/5F,I065658,EN,EC3,,active,,,2013-02-27T23:00:00Z,,ead394d5-675b-4c0f-b190-c583bfce3b15
